,scientificName,name
592,Aconitum coreanum,Baek-bu-ja
593,Aconitum corsicum,Aconit de Corse
594,Aconitum degenii,Tojad wiechowaty
595,Aconitum lasiocarpum,Tojad wschodniokarpacki
596,Aconitum napellus,Aconite
597,Acontias albigularis,White-throated Legless Skink
598,Acontias aurantiacus,Golden Blind Legless Skink
599,Acontias breviceps,Short-headed Legless Skink
600,Acontias cregoi,Cregoi's Legless Skink
601,Acontias fitzsimonsi,FitzSimons' Legless Skink
602,Acontias gracilicauda,Thin-tailed Legless Skink
603,Acontias grayi,Gray's Dwarf Legless Skink
604,Acontias lineicauda,Algoa Legless Skink
605,Acontias litoralis,Coastal Legless Skink
606,Acontias meleagris,Cape Legless Skink
607,Acontias namaquensis,Namaqualand Legless Skink
608,Acontias orientalis,Eastern Cape Legless Skink
609,Acontias percivali,Percival's Legless Skink
610,Acontias plumbeus,Giant Legless Skink
611,Acontias poecilus,Variable Legless Skink
612,Acontias richardi,Richard's Legless Skink
613,Acontias rieppeli,Woodbush Legless Skink
614,Acontias tristis,Namaqua Dwarf Legless Skink
615,Acontias wakkerstroomensis,Wakkerstroom Legless Skink
616,Acorus calamus,Sweet Flag
617,Acorus gramineus,Japanese Sweet Flag
618,Acoryphella agilis,Hiiraan Agile Grasshopper
619,Acoryphella robusta,Bulo Burti Agile Grasshopper
620,Acoryphella zonata,Somalian Agile Grasshopper
621,Acraea barberi,Barber's Acraea
622,Acraea horta,Garden Acraea
623,Acraea trimeni,Trimen's Acraea
624,Acrantophis dumerili,Dumeril's Boa
625,Acrantophis madagascariensis,Malagasy Ground Boa
626,Acratosaura mentalis,Amaral's Colobosaura 
627,Acreichthys radiatus,Radial Leatherjacket
628,Acreichthys tomentosus,Bristletail Filefish
629,Acrida bara,Usambara Slant-faced Grasshopper
630,Acrida formosana,Taiwan Cone-headed Grasshopper
631,Acrida tjiamuica,Tianmushan Cone-headed Grasshopper
632,Acrida ungarica,Cone-headed Grasshopper
633,Acridocarpus excelsus,Mavoravina
634,Acridoderes uvarovi,Uvarov's Bird Grasshopper
635,Acridotheres albocinctus,Collared Myna
636,Acridotheres burmannicus,Burmese Myna
637,Acridotheres cinereus,Pale-bellied Myna
638,Acridotheres cristatellus,Crested Myna
639,Acridotheres fuscus,Jungle Myna
640,Acridotheres ginginianus,Bank Myna
641,Acridotheres grandis,Great Myna
642,Acridotheres javanicus,Javan Myna
643,Acridotheres leucocephalus,Vinous-breasted Myna
644,Acridotheres melanopterus,Black-winged Myna
645,Acridotheres tertius,Grey-rumped Myna
646,Acridotheres tricolor,Grey-backed Myna
647,Acridotheres tristis,Common Myna
648,Acritillas indica,Yellow-browed Bulbul
649,Acritoscincus duperreyi,Eastern Three-lined Skink
650,Acritoscincus platynotus,Red-throated Skink
651,Acritoscincus trilineatus,Western Three-lined Skink
652,Acrobates pygmaeus,Feathertail Glider
653,Acrobatornis fonsecai,Pink-legged Graveteiro
654,Acrobolbus wilsonii,Wilson's Pouchwort
655,Acrocephalus aequinoctialis,Kiritimati Reed-warbler
656,Acrocephalus agricola,Paddyfield Warbler
657,Acrocephalus arundinaceus,Great Reed-warbler
658,Acrocephalus astrolabii,Mangareva Reed-warbler
659,Acrocephalus atyphus,Tuamotu Reed-warbler
660,Acrocephalus australis,Australasian Reed-warbler
661,Acrocephalus bistrigiceps,Black-browed Reed-warbler
662,Acrocephalus brevipennis,Cape Verde Swamp-warbler
663,Acrocephalus caffer,Tahiti Reed-warbler
664,Acrocephalus concinens,Blunt-winged Warbler
665,Acrocephalus dumetorum,Blyth's Reed-warbler
666,Acrocephalus familiaris,Millerbird
667,Acrocephalus gracilirostris,Lesser Swamp-warbler
668,Acrocephalus griseldis,Basra Reed-warbler
669,Acrocephalus hiwae,Saipan Reed-warbler
670,Acrocephalus kerearako,Cook Reed-warbler
671,Acrocephalus longirostris,Moorea Reed-warbler
672,Acrocephalus luscinius,Guam Reed-warbler
673,Acrocephalus melanopogon,Moustached Warbler
674,Acrocephalus mendanae,Southern Marquesan Reed-warbler
675,Acrocephalus musae,Forster's Reed-warbler
676,Acrocephalus newtoni,Madagascar Swamp-warbler
677,Acrocephalus nijoi,Aguijan Reed-warbler
678,Acrocephalus orientalis,Oriental Reed-warbler
679,Acrocephalus orinus,Large-billed Reed-warbler
680,Acrocephalus paludicola,Aquatic Warbler
681,Acrocephalus palustris,Marsh Warbler
682,Acrocephalus percernis,Northern Marquesan Reed-warbler
683,Acrocephalus rehsei,Nauru Reed-warbler
684,Acrocephalus rimitarae,Rimatara Reed-warbler
685,Acrocephalus rodericanus,Rodrigues Warbler
686,Acrocephalus rufescens,Greater Swamp-warbler
687,Acrocephalus schoenobaenus,Sedge Warbler
688,Acrocephalus scirpaceus,Common Reed-warbler
689,Acrocephalus sechellensis,Seychelles Warbler
690,Acrocephalus sorghophilus,Streaked Reed-warbler
691,Acrocephalus stentoreus,Clamorous Reed-warbler
692,Acrocephalus syrinx,Caroline Reed-warbler
693,Acrocephalus taiti,Henderson Reed-warbler
694,Acrocephalus tangorum,White-browed Reed-warbler
695,Acrocephalus vaughani,Pitcairn Reed-warbler
696,Acrocephalus yamashinae,Pagan Reed-warbler
697,Acrocheilus alutaceus,Chiselmouth
698,Acrochordonichthys gyrinus,Falcate chameleon catfish 
699,Acrochordus arafurae,Arafura File Snake
700,Acrochordus granulatus,Wart Snake
701,Acrochordus javanicus,Elephant Trunk Snake
702,Acroloxus coloradensis,Rocky Mountain Capshell
703,Acroloxus lacustris,Lake Limpet
704,Acrometopa cretensis,Cretan Long-legged Bush-cricket
705,Acroneuroptila puddui,Southern Sardinian Cricket
706,Acroneuroptila sardoa,Northern Sardinian Cricket
707,Acrophylla enceladus,Giant Acrophylla Stick-insect
708,Acrophylla nubilosa,Cloudy Stick-insect
709,Acrophylla thoon,Quick Stick-insect
710,Acrophylla titan,Titan Stick-insect
711,Acrophylla wuelfingi,Wülfing's Stick-insect
712,Acrophymus acuticercus,Lubango Agile Grasshopper
713,Acrophymus cuspidatus,Miombo Agile Grasshopper
714,Acrophymus lobipennis,Okavango Agile Grasshopper
715,Acrophymus ocreatus,Moxico Agile Grasshopper
716,Acrophymus rossi,Manyika Agile Grasshopper
717,Acrophymus sigmoidalis,Humbe Agile Grasshopper
718,Acrophymus squamipennis,Eastern Agile Grasshopper
719,Acrophymus veseyi,Northern Zambian Agile Grasshopper
720,Acropternis orthonyx,Ocellated Tapaculo
721,Acrossocheilus iridescens,Cá Chát Hoa
722,Acrossocheilus lamus,Cá Chát Sông Lam
723,Acrossocheilus macrophthalmus,Cá Chát Mắt
724,Acrossocheilus microstoma,Cá Chát Vằn
725,Acrostira bellamyi,Gomera Stick Grasshopper
726,Acrostira euphorbiae,Palma Stick Grasshopper
727,Acrostira tamarani,Gran Canaria Stick Grasshopper
728,Acrostira tenerifae,Tenerife Stick Grasshopper
729,Acroteriobatus annulatus,Lesser Guitarfish
730,Acroteriobatus blochii,Bluntnose Guitarfish
731,Acroteriobatus leucospilus,Greyspot Guitarfish
732,Acroteriobatus ocellatus,Speckled Guitarfish
733,Acroteriobatus omanensis,Oman Guitarfish
734,Acroteriobatus salalah,Salalah Guitarfish
735,Acroteriobatus variegatus,Stripenose Guitarfish
736,Acroteriobatus zanzibarensis,Zanzibar Guitarfish
737,Acrotylus apicalis,Usambara Burrowing Grasshopper
738,Acrotylus mossambicus,South-East African Burrowing Grasshopper
739,Acrotylus patruelis,Slender Digging Grasshopper
740,Acryllium vulturinum,Vulturine Guineafowl
741,Acteana alazonica,Tanzanian Coast Grasshopper
742,Actenoides bougainvillei,Bougainville Moustached Kingfisher
743,Actenoides capucinus,Black-headed Kingfisher
744,Actenoides concretus,Rufous-collared Kingfisher
745,Actenoides excelsus,Guadalcanal Moustached Kingfisher
746,Actenoides hombroni,Blue-capped Kingfisher
747,Actenoides lindsayi,Spotted Kingfisher
748,Actenoides monachus,Blue-headed Kingfisher
749,Actenoides princeps,Scaly-breasted Kingfisher
750,Actenoides regalis,Plain-backed Kingfisher
751,Actephila merrilliana,喜光花
752,Actinemys marmorata,Western Pond Turtle
753,Actinia cari,Anémone de Cari
754,Actinocheita filicina,Njnuchiltyz
755,Actinodaphne borneensis,Medang Paya Putih
756,Actinodaphne cupularis,红果黄肉楠
757,Actinodaphne forrestii,毛尖树
758,Actinodaphne glabra,Monomporu
759,Actinodaphne lecomtei,柳叶黄肉楠
760,Actinodaphne trichocarpa,毛果黄肉楠
761,Actinodura egertoni,Rusty-fronted Barwing
762,Actinodura radcliffei,Eastern Spectacled Barwing
763,Actinodura ramsayi,Western Spectacled Barwing
764,Actinodura sodangorum,Black-crowned Barwing
765,Actinonaias ligamentina,Mucket
766,Actinopyga agassizi,Five-toothed Sea Cucumber
767,Actinopyga caerulea,Blue Sea Cucumber
768,Actinoscirpus grossus,Giant Bur Rush
769,Actitis hypoleucos,Common Sandpiper
770,Actitis macularius,Spotted Sandpiper
771,Actophilornis africanus,African Jacana
772,Actophilornis albinucha,Madagascar Jacana
773,Aculeola nigra,Hooktooth Dogfish
774,Acutotyphlops infralabialis,Red Blind Snake
775,Acutotyphlops kunuaensis,Kunua Blind Snake
776,Acutotyphlops subocularis,Bismarck Sharp-Nosed Blind Snake
777,Acyrtops amplicirrus,Flarenostril Clingfish
778,Acyrtops beryllinus,Emerald Clingfish
779,Acyrtus artius,Papillate Clingfish
780,Acyrtus lanthanum,Orange-spotted Clingfish
781,Acyrtus rubiginosus,Red Clingfish
782,Adansonia grandidieri,Renala
783,Adansonia za,Bozy
784,Addax nasomaculatus,Addax
785,Adelomyia melanogenys,Speckled Hummingbird
786,Adelophryne adiastola,Yapima Shield Frog
787,Adelophryne gutturosa,Guiana Shield Frog
788,Adelotus brevis,Tusked Frog
789,Adelphicos daryi,Dary's Burrowing Snake
790,Adelphicos latifasciatum,Oaxacan Burrowing Snake
791,Adelphicos nigrilatum,Burrowing Snake
792,Adelphicos quadrivirgatum,Middle American Burrowing Snake
793,Adelphicos veraepacis,Stuart's Burrowing Snake
794,Adelphobates quinquevittatus,Rio Madeira Poison Frog
795,Adenanthera mantaroa,Mantaora
796,Adenanthera pavonina,Red Sandalwood
797,Adenocarpus foliolosus,Mount Codeso
798,Adenocarpus ombriosus,Codeso Herreño
799,Adenocarpus viscosus,Codeso Del Pico
800,Adenogramma rigida,Rigid Muggiegrass
801,Adenomera andreae,Lowland Tropical Bullfrog
802,Adenomera hylaedactyla,Napo Tropical Bullfrog
803,Adenomera lutzi,Lutz's Tropical Bullfrog
804,Adenomera marmorata,Marbled Tropical Bullfrog
805,Adenophora taquetii,섬잔대
806,Adiantum bellum,Bermuda Maidenhair Fern
807,Adiantum capillus-veneris,Maidenhair Fern
808,Adolfus alleni,Alpine Meadow Lizard
809,Adrianichthys kruyti,Duck-billed Buntingi
810,Adversaeschna brevistyla,Lancer Dragonfly
811,Aechmea candida,White Bromeliad
812,Aechmophorus clarkii,Clark's Grebe
813,Aechmophorus occidentalis,Western Grebe
814,Aegialomys galapagoensis,Galapagos Rice Rat
815,Aegialomys xanthaeolus,Yellowish Rice Rat
816,Aegilops bicornis,Goat Grass
817,Aegilops biuncialis,Mediterranean Aegilops
818,Aegilops caudata,Cretan Hard-grass
819,Aegilops crassa,Persian Goat Grass
820,Aegilops cylindrica,Jointed Goat Grass
821,Aegilops geniculata,Ovate Goat Grass
822,Aegilops kotschyi,حشيشة الماعز
823,Aegilops longissima,الدوسر الطويل
824,Aegilops neglecta,Three-awn Goat Grass
825,Aegilops peregrina,Goatgrass
826,Aegilops searsii,Sears' Goatgrass
827,Aegilops sharonensis,Sharon Goatgrass
828,Aegilops speltoides,Tandat Bockvete 
829,Aegilops tauschii,Rough-spike Hard Grass
830,Aegilops triuncialis,Jointed Goat Grass 
831,Aegilops ventricosa,Swollen Goat Grass
832,Aegithalos annamensis,Grey-crowned Tit
833,Aegithalos bonvaloti,Black-browed Tit
834,Aegithalos caudatus,Long-tailed Tit
835,Aegithalos concinnus,Black-throated Tit
836,Aegithalos fuliginosus,Sooty Tit
837,Aegithalos glaucogularis,Silver-throated Tit
838,Aegithalos iouschistos,Rufous-fronted Tit
839,Aegithalos iredalei,Red-headed Tit
840,Aegithalos leucogenys,White-cheeked Tit
841,Aegithalos niveogularis,White-throated Tit
842,Aegithina lafresnayei,Great Iora
843,Aegithina nigrolutea,Marshall's Iora
844,Aegithina tiphia,Common Iora
845,Aegithina viridissima,Green Iora
846,Aegolius acadicus,Northern Saw-whet Owl
847,Aegolius funereus,Boreal Owl
848,Aegolius gradyi,Bermuda Saw-whet Owl
849,Aegolius harrisii,Buff-fronted Owl
850,Aegolius ridgwayi,Unspotted Saw-whet Owl
851,Aegopinella nitens,Brede blinkslak
852,Aegotheles affinis,Allied Owlet-nightjar
853,Aegotheles albertisi,Mountain Owlet-nightjar
854,Aegotheles archboldi,Archbold's Owlet-nightjar
855,Aegotheles bennettii,Barred Owlet-nightjar
856,Aegotheles crinifrons,Moluccan Owlet-nightjar
857,Aegotheles cristatus,Australian Owlet-nightjar
858,Aegotheles insignis,Feline Owlet-nightjar
859,Aegotheles savesi,New Caledonian Owlet-nightjar
860,Aegotheles tatei,Spangled Owlet-nightjar
861,Aegotheles wallacii,Wallace's Owlet-nightjar
862,Aegypius monachus,Cinereous Vulture
863,Aeluroscalabotes felinus,Cat Gecko
864,Aeoliscus punctulatus,speckled shrimpfish
865,Aeoliscus strigatus,Coral Shrimpfish 
866,Aeonium balsamiferum,Bejeque farrobo
867,Aeonium gomerense,Bejeque gomero
868,Aeonium saundersii,Bejequillo peludo de La Gomera
869,Aepeomys lugens,Olive Montane Mouse
870,Aepeomys reigi,Reig's Aepeomys
871,Aepyceros melampus,Impala
872,Aepypodius arfakianus,Wattled Brush-turkey
873,Aepypodius bruijnii,Waigeo Brush-turkey
874,Aepyprymnus rufescens,Rufous Bettong
875,Aequidens patricki,bujurqui
876,Aeretes melanopterus,Northern Chinese Flying Squirrel
877,Aerodramus bartschi,Mariana Swiftlet
878,Aerodramus brevirostris,Himalayan Swiftlet
879,Aerodramus elaphrus,Seychelles Swiftlet
880,Aerodramus francicus,Mascarene Swiftlet
881,Aerodramus fuciphagus,Edible-nest Swiftlet
882,Aerodramus hirundinaceus,Mountain Swiftlet
883,Aerodramus infuscatus,Moluccan Swiftlet
884,Aerodramus inquietus,Caroline Swiftlet
885,Aerodramus leucophaeus,Polynesian Swiftlet
886,Aerodramus maximus,Black-nest Swiftlet
887,Aerodramus mearnsi,Philippine Swiftlet
888,Aerodramus nuditarsus,Bare-legged Swiftlet
889,Aerodramus orientalis,Mayr's Swiftlet
890,Aerodramus papuensis,Papuan Swiftlet
891,Aerodramus pelewensis,Palau Swiftlet
892,Aerodramus salangana,Mossy-nest Swiftlet
893,Aerodramus sawtelli,Atiu Swiftlet
894,Aerodramus spodiopygius,White-rumped Swiftlet
895,Aerodramus terraereginae,Australian Swiftlet
896,Aerodramus unicolor,Indian Swiftlet
897,Aerodramus vanikorensis,Uniform Swiftlet
898,Aerodramus vulcanorum,Volcano Swiftlet
899,Aerodramus whiteheadi,Whitehead's Swiftlet
900,Aeromys tephromelas,Black Flying Squirrel
901,Aeromys thomasi,Thomas’s Flying Squirrel
902,Aeronautes andecolus,Andean Swift
903,Aeronautes montivagus,White-tipped Swift
904,Aeronautes saxatalis,White-throated Swift
905,Aeropetes tulbaghia,Table Mountain Beauty
906,Aerotegmina megaloptera,Coastal Balloon Bushcricket
907,Aerotegmina shengenae,Pare Balloon Bushcricket
908,Aerotegmina taitensis,Taita Balloon Bushcricket
909,Aeschynomene aspera,Sola Pith Plant
910,Aeschynomene elaphroxylon,Ambatch
911,Aeschynomene indica,Indian Jointvetch
912,Aesculus flava,Yellow Buckeye
913,Aesculus glabra,Ohio Buckeye
914,Aesculus hippocastanum,Horse Chestnut
915,Aeshna affinis,Blue-eyed Hawker
916,Aeshna caerulea,Azure Hawker
917,Aeshna canadensis,Canada Darner
918,Aeshna clepsydra,Mottled Darner
919,Aeshna constricta,Lance-tipped Darner
920,Aeshna cyanea,Blue Hawker
921,Aeshna eremita,Lake Darner
922,Aeshna grandis,Brown Hawker
923,Aeshna interrupta,Variable Darner
924,Aeshna isoceles,Green-eyed Hawker
925,Aeshna juncea,Moorland Hawker
926,Aeshna mixta,Migrant Hawker
927,Aeshna palmata,Paddle-tailed Darner
928,Aeshna persephone,Persephone's Darner
929,Aeshna septentrionalis,Azure Darner
930,Aeshna sitchensis,Zigzag Darner
931,Aeshna subarctica,Subarctic Darner
932,Aeshna tuberculifera,Black-tipped Darner
933,Aeshna umbrosa,Shadow Darner
934,Aeshna verticalis,Green-striped Darner
935,Aeshna viridis,Green Hawker
936,Aeshna walkeri,Walker's Darner
937,Aeshna williamsoniana,Williamson's Darner
938,Aesopia cornuta,Unicorn Sole
939,Aethaloperca rogaa,Redmouth Grouper
940,Aethalops aequalis,Borneo Fruit Bat
941,Aethalops alecto,Pygmy Fruit Bat
942,Aethia cristatella,Crested Auklet
943,Aethia psittacula,Parakeet Auklet
944,Aethia pusilla,Least Auklet
945,Aethia pygmaea,Whiskered Auklet
946,Aethiothemis coryndoni,Orange-bellied Flasher
947,Aethiothemis gamblesi,Problematic Flasher
948,Aethiothemis mediofasciata,Orange Flasher
949,Aethiothemis modesta,Madagascar Flasher
950,Aethiothemis solitaria,Pearly Flasher
951,Aethomys bocagei,Bocage's Rock Rat
952,Aethomys chrysophilus,Red Rock Rat
953,Aethomys hindei,Hinde's Rock Rat
954,Aethomys ineptus,Tete Veld Aethomys
955,Aethomys kaiseri,Kaiser's Rock Rat
956,Aethomys nyikae,Nyika Rock Rat
957,Aethomys silindensis,Selinda Veld Rat
958,Aethomys stannarius,Tinfields Rock Rat
959,Aethomys thomasi,Thomas's Rock Rat
960,Aethopyga bella,Handsome Sunbird
961,Aethopyga boltoni,Apo Sunbird
962,Aethopyga christinae,Hainan Sunbird
963,Aethopyga duyvenbodei,Elegant Sunbird
964,Aethopyga eximia,White-flanked Sunbird
965,Aethopyga flagrans,Flaming Sunbird
966,Aethopyga gouldiae,Gould's Sunbird
967,Aethopyga guimarasensis,Maroon-naped Sunbird
968,Aethopyga ignicauda,Fire-tailed Sunbird
969,Aethopyga latouchii,Fork-tailed Sunbird
970,Aethopyga linaraborae,Lina's Sunbird
971,Aethopyga magnifica,Magnificent Sunbird
972,Aethopyga mystacalis,Javan Sunbird
973,Aethopyga nipalensis,Green-tailed Sunbird
974,Aethopyga primigenia,Grey-hooded Sunbird
975,Aethopyga pulcherrima,Metallic-winged Sunbird
976,Aethopyga saturata,Black-throated Sunbird
977,Aethopyga shelleyi,Lovely Sunbird
978,Aethopyga siparaja,Crimson Sunbird
979,Aethopyga temminckii,Temminck's Sunbird
980,Aethopyga vigorsii,Sahyadri Sunbird
981,Aethriamanta circumsignata,Square-spot Basker
982,Aethriamanta nymphaeae,L-spot Basker
983,Aethriamanta rezia,Pygmy Basker
984,Aetobatus flagellum,Longhead Eagle Ray
985,Aetobatus narinari,Spotted Eagle Ray
986,Aetobatus ocellatus,Spotted Eagle Ray
987,Aetomylaeus asperrimus,Roughskin Bullray
988,Aetomylaeus bovinus,Bullray
989,Aetomylaeus caeruleofasciatus,Blue-banded Eagle Ray
990,Aetomylaeus maculatus,Mottled Eagle Ray
991,Aetomylaeus milvus,Ocellate Eagle Ray
992,Aetomylaeus nichofii,Banded Eagle Ray
993,Aetomylaeus vespertilio,Ornate Eagle Ray
994,Aframomum corrorima,Korarima
995,Aframomum melegueta,Grains of Paradise
996,Africallagma cuneistigma,Chimanimani Bluet
997,Africallagma elongatum,Elongate Bluet
998,Africallagma fractum,Slender Bluet
999,Africallagma glaucum,Swamp Bluet
1000,Africallagma pallidulum,Little Bluet
1001,Africallagma quingentum,Green-fronted Bluet
1002,Africallagma sapphirinum,Sapphire Bluet
1003,Africallagma sinuatum,Peak Bluet
1004,Africallagma subtile,Fragile Bluet
1005,Africallagma vaginale,Forest Bluet
1006,Africariola longicauda,Richtersveld Katydid
1007,Africocypha centripunctata,Banded Jewel
1008,Africocypha lacuselephantum,Kaleidoscope Jewel
1009,Africocypha varicolor,Polychrome Jewel
1010,Afrithelphusa monodosa,Purple Marsh Crab
1011,Afrixalus clarkei,Clarke's Banana Frog
1012,Afrixalus fornasini,Fornasini's Spiny Reed Frog
1013,Afrixalus fulvovittatus,Banded Banana Frog
1014,Afrixalus knysnae,Knysna Leaf-folding Frog
1015,Afrixalus lacteus,Cameroon Banana Frog 
1016,Afrixalus nigeriensis,Nigeria Banana Frog
1017,Afrixalus orophilus,Kivu Banana Frog
1018,Afrixalus schneideri,Schneider's Banana Frog
1019,Afrixalus spinifrons,Natal Leaf-folding Frog
1020,Afrixalus uluguruensis,Uluguru Banana Frog
1021,Afrixalus vibekensis,Nimba Banana Frog
1022,Afrixalus vittiger,Savanna Banana Frog
1023,Afrixalus weidholzi,Weidholz's Banana Frog
1024,Afroaeschna scotias,Shadow Hawker
1025,Afroanthracites usambaricus,West Usambara Afroanthracites
1026,Afroanthracites viridis,Green Afroanthracites
1027,Afrocarpus falcatus,Bastard Yellowwood
1028,Afrocarpus gracilior,East African Yellowwood
1029,Afrocarpus mannii,Pinheiro de São Thomé
1030,Afroedura amatolica,Amatola Flat Gecko
1031,Afroedura broadleyi,Broadley’s Flat Gecko
1032,Afroedura gorongosa,Mount Gorongosa Flat Gecko
1033,Afroedura granitica,Granite Flat Gecko
1034,Afroedura haackei,Haacke's Flat Gecko
1035,Afroedura halli,Hall's Flat Gecko
1036,Afroedura hawequensis,Hawequa Flat Gecko
1037,Afroedura karroica,Karoo Flat Gecko
1038,Afroedura langi,Lang's Flat Gecko
1039,Afroedura leoloensis,Leolo Flat Gecko
1040,Afroedura major,Swazi Flat Gecko
1041,Afroedura maripi,Marip Flat Gecko
1042,Afroedura marleyi,Marley's Flat Gecko
1043,Afroedura multiporis,Woodbush Flat Gecko
1044,Afroedura namaquensis,Namaqua Flat Gecko
1045,Afroedura nivaria,Drakensberg Flat Gecko
