,Unnamed: 0,Unnamed: 0.1,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,commonName,num_google_scholar_results,num_cited_by_in_first_20_results,num_common_name_google_search_results,num_scientific_name_google_search_results,absolute_frequency_of_scientific_name_in_books,num_books_containing_scientific_name,absolute_frequency_of_common_name_in_books,num_books_containing_common_name
103,103,103,523228,137324,Allogymnopleurus chloris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Allogymnopleurus,chloris,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global,,2,11,,354,0,0,0,0
104,104,104,523283,137326,Canthidium atomarium,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,atomarium,,,,"Balthasar, 1939",Data Deficient,,3.1,Unknown,Global,,3,17,,291,0,0,0,0
105,105,105,523297,137327,Pedaria morettoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,morettoi,,,,"Josso &amp; Prevost, 2003",Data Deficient,,3.1,Unknown,Global,,2,9,,114,0,0,0,0
106,106,106,523339,137330,Onthophagus kavirondus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,kavirondus,,,,"D'Orbigny, 1915",Least Concern,,3.1,Unknown,Global,,0,0,,128,0,0,0,0
107,107,107,523381,137333,Canthidium latum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,latum,,,,"(Blanchard, 1846)",Least Concern,,3.1,Unknown,Global,,1,4,,222,0,0,0,0
108,108,108,523423,137336,Dichotomius crinicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,crinicollis,,,,"(Germar, 1824)",Least Concern,,3.1,Unknown,Global,,18,143,,309,0,0,0,0
109,109,109,523492,137339,Uroxys variabilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,variabilis,,,,"Robinson, 1951",Least Concern,,3.1,Unknown,Global,,1,41,,156,0,0,0,0
110,110,110,523506,137340,Oxysternon macleayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oxysternon,macleayi,,,,"(Nevison, 1892)",Least Concern,,3.1,Unknown,Global,,15,314,,378,0,0,0,0
111,111,111,523626,137343,Gymnopleurus thelwalli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,thelwalli,,,,"Waterhouse, 1890",Data Deficient,,3.1,Unknown,Global,,2,1,,147,0,0,0,0
112,112,112,523648,137345,Onthophagus gulmarri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,gulmarri,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global,,2,31,,341,0,0,0,0
113,113,113,523662,137346,Cryptocanthon brevisetosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,brevisetosus,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global,,2,54,,111,0,0,0,0
114,114,114,523732,137351,Bdelyrus metaensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,metaensis,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global,,4,198,,253,0,0,0,0
115,115,115,523746,137352,Canthidium flabellatum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flabellatum,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global,,0,0,,332,0,0,0,0
116,116,116,523760,137353,Gymnopleurus aeruginosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,aeruginosus,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global,,2,5,,171,0,0,0,0
117,117,117,523774,137354,Onthophagus mundill,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,mundill,,,,"Matthews, 1972",Least Concern,,3.1,Unknown,Global,,1,0,,490,0,0,0,0
118,118,118,523894,137363,Dichotomius planicollis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,planicollis,,,,"(Gillet, 1911)",Least Concern,,3.1,Unknown,Global,,3,105,,317,0,0,0,0
119,119,119,523970,137365,Oniticellus pseudoplanatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Oniticellus,pseudoplanatus,,,,"Balthasar, 1964",Data Deficient,,3.1,Unknown,Global,,10,266,,224,0,0,0,0
120,120,120,523998,137367,Scybalocanthon trimaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scybalocanthon,trimaculatus,,,,"(Schmidt, 1922)",Least Concern,,3.1,Unknown,Global,,20,465,,282,0,0,0,0
121,121,121,524012,137368,Anomiopus nigrocoeruleus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,nigrocoeruleus,,,,"(Martinez, 1955)",Least Concern,,3.1,Unknown,Global,,1,0,,137,0,0,0,0
122,122,122,524040,137370,Copris maesi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,maesi,,,,"Ratcliffe, 1998",Data Deficient,,3.1,Unknown,Global,,1,6,,207,0,0,0,0
123,123,123,524054,137371,Pedaria spinithorax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,spinithorax,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Data Deficient,,3.1,Unknown,Global,,2,6,,138,0,0,0,0
124,124,124,524110,137375,Coptodactyla nitida,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,nitida,,,,"Paulian, 1933",Least Concern,,3.1,Unknown,Global,,6,196,,659,0,0,0,0
125,125,125,524237,137380,Canthidium subdopuncticolle,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,subdopuncticolle,,,,"Howden &amp; Young, 1981",Data Deficient,,3.1,Unknown,Global,,2,276,,227,0,0,0,0
126,126,126,524251,137381,Lepanus pisoniae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Lepanus,pisoniae,,,,"Lea, 1923",Data Deficient,,3.1,Unknown,Global,,4,166,,942,0,0,0,0
127,127,127,524295,137385,Coptodactyla storeyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coptodactyla,storeyi,,,,"Reid, 2000",Least Concern,,3.1,Unknown,Global,,3,149,,349,0,0,0,0
128,128,128,524365,137390,Pedaria biseria,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,biseria,,,,"Josso &amp; Prevost, 2003",Least Concern,,3.1,Unknown,Global,,0,0,,102,0,0,0,0
129,129,129,524520,137398,Catharsius pandion,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,pandion,,,,"Harold, 1877",Least Concern,,3.1,Unknown,Global,,8,41,,405,0,0,0,0
130,130,130,524692,137406,Canthon lituratus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,lituratus,,,,"(Germar, 1813)",Least Concern,,3.1,Unknown,Global,,161,521,,2060,0,0,0,0
131,131,131,524714,137408,Genieridium medinae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Genieridium,medinae,,,,"(Gill &amp; Vaz-de-Mello, 2002)",Near Threatened,,3.1,Unknown,Global,,10,98,,341,0,0,0,0
132,132,132,524728,137409,Demarziella imitatrix,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,imitatrix,,,,"Balthasar, 1967",Least Concern,,3.1,Unknown,Global,,5,330,,368,0,0,0,0
133,133,133,524756,137411,Onitis mendax,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,mendax,,,,"Gillet, 1918",Least Concern,,3.1,Unknown,Global,,6,137,,230,0,0,0,0
134,134,134,524812,137415,Diastellopalpus thomsoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Diastellopalpus,thomsoni,,,,"(Bates, 1888)",Data Deficient,,3.1,Unknown,Global,,6,262,,260,0,0,0,0
135,135,135,524882,137420,Onthophagus giraffa,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,giraffa,,,,"Hausmann, 1807",Least Concern,,3.1,Unknown,Global,,4,111,,167,0,0,0,0
136,136,136,524910,137422,Pachysoma endroedyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,endroedyi,,,,"(Harrison &amp; Scholtz &amp; Chown, 2003)",Vulnerable,D2,3.1,Unknown,Global,,12,112,,617,0,0,0,0
137,137,137,524924,137423,Canthon plagiatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,plagiatus,,,,"Harold, 1880",Data Deficient,,3.1,Unknown,Global,,6,195,,356,0,0,0,0
138,138,138,524938,137424,Onthophagus humpatensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,humpatensis,,,,"Lansberge, 1886",Least Concern,,3.1,Unknown,Global,,0,0,,142,0,0,0,0
139,139,139,524980,137427,Coprophanaeus gamezi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,gamezi,,,,"Arnaud, 2002",Least Concern,,3.1,Unknown,Global,,36,187,,1720,0,0,0,0
140,140,140,524994,137428,Onthophagus australis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,australis,,,,"Guerin-Meneville, 1830",Least Concern,,3.1,Unknown,Global,,73,559,,85200,0,0,0,0
141,141,141,525008,137429,Onthophagus victoriensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,victoriensis,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global,,2,59,,204,0,0,0,0
142,142,142,525022,137430,Gymnopleurus reichei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gymnopleurus,reichei,,,,"Waterhouse, 1890",Least Concern,,3.1,Unknown,Global,,1,5,,214,0,0,0,0
143,143,143,525036,137431,Ontherus dentatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,dentatus,,,,"Luederwaldt, 1930",Least Concern,,3.1,Unknown,Global,,18,81,,226,0,0,0,0
144,144,144,525064,137433,Temnoplectron finnigani,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Temnoplectron,finnigani,,,,"Reid &amp; Storey, 2000",Least Concern,,3.1,Unknown,Global,,6,323,,143,0,0,0,0
145,145,145,525128,137438,Pachysoma hippocrates,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,hippocrates,,,,"(Macleay, 1821)",Least Concern,,3.1,Unknown,Global,,20,421,,385,0,0,0,0
146,146,146,525164,137441,Onthophagus semimetallicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,semimetallicus,,,,"Lea, 1923",Least Concern,,3.1,Unknown,Global,,2,0,,429,0,0,0,0
147,147,147,525178,137442,Phanaeus tridens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Phanaeus,tridens,,,,"Castelnau, 1840",Least Concern,,3.1,Stable,Global,,41,923,,2040,0,0,0,0
148,148,148,525295,137449,Copris morphaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,morphaeus,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global,,1,0,,204,0,0,0,0
149,149,149,525323,137451,Cryptocanthon andersoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,andersoni,,,,"Cook, 2002",Least Concern,,3.1,Unknown,Global,,2,38,,101,0,0,0,0
150,150,150,525429,137459,Onitis nemoralis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onitis,nemoralis,,,,"Gillet, 1932",Data Deficient,,3.1,Unknown,Global,,4,4,,211,0,0,0,0
151,151,151,525457,137461,Onthophagus tamworthi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,tamworthi,,,,"Blackburn, 1903",Least Concern,,3.1,Unknown,Global,,2,46,,472,0,0,0,0
152,152,152,525471,137462,Pedaria tibialis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,tibialis,,,,"Josso &amp; Prevost, 2006",Data Deficient,,3.1,Unknown,Global,,0,0,,94,0,0,0,0
153,153,153,525485,137463,Onthophagus depressus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,depressus,,,,"Harold, 1871",Least Concern,,3.1,Unknown,Global,,38,396,,662,0,0,0,0
154,154,154,525513,137465,Canthon quinquemaculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quinquemaculatus,,,,"Castelnau, 1840",Least Concern,,3.1,Unknown,Global,,107,224,,2420,0,0,0,0
155,155,155,525541,137468,Uroxys pygmaeus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Uroxys,pygmaeus,,,,"Harold, 1883",Data Deficient,,3.1,Unknown,Global,,10,462,,240,0,0,0,0
156,156,156,525555,137469,Onthophagus sikkimensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,sikkimensis,,,,"Gillet, 1925",Data Deficient,,3.1,Unknown,Global,,2,5,,149,0,0,0,0
157,157,157,525583,137471,Ateuchus guatemalensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,guatemalensis,,,,"(Bates, 1887)",Least Concern,,3.1,Unknown,Global,,5,38,,422,0,0,0,0
158,158,158,525611,137473,Dichotomius horridus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,horridus,,,,"(Felsche, 1911)",Data Deficient,,3.1,Unknown,Global,,10,212,,432,0,0,0,0
159,159,159,525653,137476,Canthon smaragdulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,smaragdulus,,,,"(Fabricius, 1781)",Least Concern,,3.1,Unknown,Global,,38,456,,1960,0,0,0,0
160,160,160,525667,137477,Onthophagus aethiopicus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,aethiopicus,,,,"D'Orbigny, 1902",Least Concern,,3.1,Unknown,Global,,3,5,,290,0,0,0,0
161,161,161,525695,137479,Bdelyrus howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,howdeni,,,,"Cook, 1998",Least Concern,,3.1,Unknown,Global,,7,224,,322,0,0,0,0
162,162,162,525709,137480,Neosisyphus rubrus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Neosisyphus,rubrus,,,,"(Paschalidis, 1974)",Least Concern,,3.1,Unknown,Global,,23,805,,216,0,0,0,0
163,163,163,525737,137482,Onthophagus planifrons,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,planifrons,,,,"Frey, 1962",Data Deficient,,3.1,Unknown,Global,,1,5,,122,0,0,0,0
164,164,164,525773,137485,Dichotomius apicalis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,apicalis,,,,"(Luederwaldt, 1931)",Least Concern,,3.1,Unknown,Global,,12,1067,,339,0,0,0,0
165,165,165,525907,137491,Canthochilum anacaona,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthochilum,anacaona,,,,"Zayas &amp; Matthews, 1966",Least Concern,,3.1,Unknown,Global,,2,20,,150,0,0,0,0
166,166,166,525977,137496,Anomiopus pictus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,pictus,,,,"(Harold, 1862)",Data Deficient,,3.1,Unknown,Global,,6,57,,325,0,0,0,0
167,167,167,526005,137498,Canthidium flavipes,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavipes,,,,"Harold, 1867",Data Deficient,,3.1,Unknown,Global,,0,0,,241,0,0,0,0
168,168,168,526019,137499,Copris capensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,capensis,,,,"Waterhouse, 1891",Data Deficient,,3.1,Unknown,Global,,3,98,,205,0,0,0,0
169,169,169,526047,137501,Canthon edentulus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,edentulus,,,,"Harold, 1868",Least Concern,,3.1,Unknown,Global,,21,164,,729,0,0,0,0
170,170,170,526089,137504,Onthophagus nefarius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,nefarius,,,,"Balthasar, 1941",Data Deficient,,3.1,Unknown,Global,,0,0,,172,0,0,0,0
171,171,171,526103,137505,Coprophanaeus pertyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Coprophanaeus,pertyi,,,,"(d'Olsufieff, 1924)",Least Concern,,3.1,Unknown,Global,,31,352,,505,0,0,0,0
172,172,172,526131,137507,Ateuchus murrayi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,murrayi,,,,"(Harold, 1868)",Least Concern,,3.1,Unknown,Global,,34,438,,403,0,0,0,0
173,173,173,526173,137510,Dendropaemon tenuitarsis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dendropaemon,tenuitarsis,,,,"Felsche, 1909",Data Deficient,,3.1,Unknown,Global,,0,0,,114,0,0,0,0
174,174,174,526270,137515,Onthophagus propinquus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,propinquus,,,,"Macleay, 1888",Least Concern,,3.1,Unknown,Global,,2,1,,383,0,0,0,0
175,175,175,526395,137519,Platyonitis bicuariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Platyonitis,bicuariensis,,,,"Ferreira, 1976",Vulnerable,B1ab(v),3.1,Decreasing,Global,,2,2,,143,0,0,0,0
176,176,176,526409,137520,Dichotomius maya,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,maya,,,,"Peraza &amp; Deloya, 2006",Least Concern,,3.1,Unknown,Global,,8,69,,597,0,0,0,0
177,177,177,526573,137526,Aulacopris matthewsi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Aulacopris,matthewsi,,,,"Storey, 1986",Vulnerable,D2,3.1,Unknown,Global,,7,97,,495,0,0,0,0
178,178,178,526623,137530,Onthophagus caesariatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,caesariatus,,,,"Boucomont, 1921",Data Deficient,,3.1,Unknown,Global,,2,8,,244,0,0,0,0
179,179,179,526651,137532,Canthon laminatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,laminatus,,,,"Balthasar, 1939",Least Concern,,3.1,Unknown,Global,,17,74,,450,0,0,0,0
180,180,180,526665,137533,Pedaria durandi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaria,durandi,,,,"Paulian &amp; Cambefort &amp; Mauchamp, 1982",Least Concern,,3.1,Unknown,Global,,4,130,,108,0,0,0,0
181,181,181,526821,137540,Scarabaeus costatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,costatus,,,,"(Wiedemann, 1823)",Least Concern,,3.1,Unknown,Global,,5,37,,168,0,0,0,0
182,182,182,526849,137542,Ontherus azteca,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,azteca,,,,"Harold, 1869",Least Concern,,3.1,Unknown,Global,,91,860,,920,0,0,0,0
183,183,183,526905,137546,Cryptocanthon campbellorum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,campbellorum,,,,"Howden, 1973",Least Concern,,3.1,Unknown,Global,,11,170,,214,0,0,0,0
184,184,184,526919,137547,Catharsius chinai,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Catharsius,chinai,,,,"Ferreira, 1960",Least Concern,,3.1,Unknown,Global,,2,11,,218,0,0,0,0
185,185,185,527017,137555,Demarziella planitarsis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Demarziella,planitarsis,,,,"Petrovitz, 1971",Data Deficient,,3.1,Unknown,Global,,2,13,,161,0,0,0,0
186,186,186,527073,137559,Gyronotus pumilus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Gyronotus,pumilus,,,,"(Boheman, 1857)",Least Concern,,3.1,Unknown,Global,,9,145,,168,0,0,0,0
187,187,187,527101,137561,Metacatharsius pumilioniformis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Metacatharsius,pumilioniformis,,,,"Ferreira, 1964",Least Concern,,3.1,Unknown,Global,,0,0,,122,0,0,0,0
188,188,188,527115,137562,Scarabaeus canaliculatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Scarabaeus,canaliculatus,,,,"Fairmaire, 1888",Data Deficient,,3.1,Unknown,Global,,7,80,,260,0,0,0,0
189,189,189,527129,137563,Zonocopris machadoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Zonocopris,machadoi,,,,"Vaz-de-Mello, 2007",Data Deficient,,3.1,Unknown,Global,,5,33,,153,0,0,0,0
190,190,190,527143,137564,Copris wiesei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Copris,wiesei,,,,"Kolbe, 1914",Data Deficient,,3.1,Unknown,Global,,1,1,,225,0,0,0,0
191,191,191,527157,137565,Ontherus raptor,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,raptor,,,,"Génier, 1996",Least Concern,,3.1,Unknown,Global,,2,160,,216,0,0,0,0
192,192,192,527171,137566,Trichillidium quadridens,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Trichillidium,quadridens,,,,"(Arrow, 1932)",Least Concern,,3.1,Unknown,Global,,11,83,,259,0,0,0,0
193,193,193,527185,137567,Aulacopris reichei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Aulacopris,reichei,,,,"White, 1859",Least Concern,,3.1,Unknown,Global,,16,241,,299,0,0,0,0
194,194,194,527199,137568,Onthophagus hoplocerus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,hoplocerus,,,,"Lea, 1923",Least Concern,,3.1,Unknown,Global,,1,76,,170,0,0,0,0
195,195,195,527227,137570,Garreta malleolus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Garreta,malleolus,,,,"(Kolbe, 1895)",Least Concern,,3.1,Unknown,Global,,6,111,,227,0,0,0,0
196,196,196,527269,137573,Ontherus laminifer,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,laminifer,,,,"Balthasar, 1938",Least Concern,,3.1,Unknown,Global,,4,281,,273,0,0,0,0
197,197,197,527283,137574,Canthidium femoratum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,femoratum,,,,"Boucomont, 1935",Least Concern,,3.1,Unknown,Global,,1,0,,224,0,0,0,0
198,198,198,527325,137578,Boletoscapter furcatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Boletoscapter,furcatus,,,,"Matthews, 1974",Least Concern,,3.1,Unknown,Global,,3,122,,217,0,0,0,0
199,199,199,527355,137581,Macroderes cornutus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Macroderes,cornutus,,,,"Frolov &amp; Scholtz, 2004",Data Deficient,,3.1,Unknown,Global,,3,28,,127,0,0,0,0
200,200,200,527397,137584,Canthon quadripunctatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quadripunctatus,,,,"Redtenbacher, 1867",Vulnerable,B2ab(iii),3.1,Unknown,Global,,13,60,,433,0,0,0,0
201,201,201,527411,137585,Canthidium flavicorne,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthidium,flavicorne,,,,"(Blanchard, 1846)",Data Deficient,,3.1,Unknown,Global,,0,0,,221,0,0,0,0
202,202,202,527425,137586,Bdelyrus apaporisae,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Bdelyrus,apaporisae,,,,"Cook, 1998",Data Deficient,,3.1,Unknown,Global,,3,171,,318,0,0,0,0
203,203,203,527495,137591,Onthophagus flavolimbatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,flavolimbatus,,,,"Klug, 1855",Least Concern,,3.1,Unknown,Global,,10,777,,410,0,0,0,0
204,204,204,527509,137592,Anomiopus idei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Anomiopus,idei,,,,"Canhedo, 2006",Data Deficient,,3.1,Unknown,Global,,3,75,,266,0,0,0,0
205,205,205,527531,137594,Canthon corruscans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corruscans,,,,"Castelnau, 1840",Data Deficient,,3.1,Unknown,Global,,1,0,,203,0,0,0,0
206,206,206,527654,137598,Ateuchus halffteri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,halffteri,,,,"Kohlmann, 1981",Near Threatened,,3.1,Unknown,Global,,9,86,,240,0,0,0,0
207,207,207,527777,137604,Onthophagus depilatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,depilatus,,,,"D'Orbigny, 1913",Data Deficient,,3.1,Unknown,Global,,0,0,,155,0,0,0,0
208,208,208,527819,137607,Canthon lividus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,lividus,,,,"Blanchard, 1846",Least Concern,,3.1,Unknown,Global,,45,247,,755,0,0,0,0
